Re_l0,"Re_l0 transcription error",D_mode,"D_mode transcription error",xbavg/d_0,"xbavg/d_0 transcription error"
915.059417829,2.88600886092,0.743747670904,0.000722019792141,,
921.37799677,2.88600886092,0.694821125419,0.000722019792141,,
954.718231129,2.88600886092,0.798388265496,0.000722019792141,,
954.999792969,2.88600886092,0.773927580638,0.000722019792141,,
1041.19912219,2.88600886092,0.785360854623,0.000722019792141,,
1247.81582543,2.88600886092,0.835534760465,0.000722019792141,,
1269.04890067,2.88600886092,0.990911349427,0.000722019792141,,
1275.11904269,2.88600886092,0.963567761169,0.000722019792141,,
1276.94091342,2.88600886092,0.805292741501,0.000722019792141,,
1281.80199578,2.88600886092,0.882986211751,0.000722019792141,,
1523.33236719,2.88600886092,0.90003519523,0.000722019792141,,
1523.63049149,2.88600886092,0.874135646557,0.000722019792141,,
1568.63069852,2.88600886092,0.964742660759,0.000722019792141,,
1609.87950809,2.88600886092,0.881252329096,0.000722019792141,,
1907.87130968,2.88600886092,0.993214566685,0.000722019792141,,
1925.80017391,2.88600886092,0.935644486771,0.000722019792141,,
1937.69202103,2.88600886092,0.902540267484,0.000722019792141,,
1955.33932342,2.88600886092,0.869430872428,0.000722019792141,,
2230.78961534,2.88600886092,0.939686762453,0.000722019792141,,
2242.68146247,2.88600886092,0.906582543166,0.000722019792141,,
2252.32081487,2.88600886092,1.06916380274,0.000722019792141,,
2484.02964681,2.88600886092,0.939459028612,0.000722019792141,,
2547.00840545,2.88600886092,0.968179371455,0.000722019792141,,
2559.29775165,2.88600886092,0.900542420604,0.000722019792141,,
2570.37803818,2.88600886092,0.93794252826,0.000722019792141,,
2616.18980581,2.88600886092,0.958045215519,0.000722019792141,,
2846.01051716,2.88600886092,0.992370916318,0.000722019792141,,
2856.69330463,2.88600886092,1.06430375554,0.000722019792141,,
2881.05668502,2.88600886092,0.947735083433,0.000722019792141,,
2885.70245538,2.88600886092,1.04413378328,0.000722019792141,,
3161.41774668,2.88600886092,1.09136785226,0.000722019792141,,
3189.94658606,2.88600886092,1.11292493064,0.000722019792141,,
3208.52138628,2.88600886092,0.999239161939,0.000722019792141,,
3219.76729742,2.88600886092,1.02225063144,0.000722019792141,,
3276.64278912,2.88600886092,1.08119229017,0.000722019792141,,
3499.39961078,2.88600886092,1.22919340814,0.000722019792141,,
3506.03287649,2.88600886092,1.15292845017,0.000722019792141,,
3517.29535009,2.88600886092,1.17450105586,0.000722019792141,,
3517.85847377,2.88600886092,1.12557968614,0.000722019792141,,
3529.86625813,2.88600886092,1.08240342015,0.000722019792141,,
3793.32532814,2.88600886092,1.19439671235,0.000722019792141,,
3844.74348888,2.88600886092,1.22744399818,0.000722019792141,,
3872.41108029,2.88600886092,1.32382199495,0.000722019792141,,
3914.22301354,2.88600886092,1.19141029357,0.000722019792141,,
4115.81300981,2.88600886092,1.17827936731,0.000722019792141,,
4132.78125129,2.88600886092,1.20416338868,0.000722019792141,,
4160.33290547,2.88600886092,1.31061343216,0.000722019792141,,
4178.44395677,2.88600886092,1.23721585028,0.000722019792141,,
4230.75649041,2.88600886092,1.19256449008,0.000722019792141,,
4454.37456006,2.88600886092,1.26574468966,0.000722019792141,,
4454.6561219,2.88600886092,1.2412840048,0.000722019792141,,
4529.67578982,2.88600886092,1.22395035402,0.000722019792141,,
4540.80576374,2.88600886092,1.25703387023,0.000722019792141,,
4776.68005466,2.88600886092,1.26545484659,0.000722019792141,,
4828.28040247,2.88600886092,1.28267463045,0.000722019792141,,
4835.07929278,2.88600886092,1.19202103433,0.000722019792141,,
4857.37236553,2.88600886092,1.25531033912,0.000722019792141,,
5105.18819097,2.88600886092,1.22631050474,0.000722019792141,,
5116.20222765,2.88600886092,1.26946606766,0.000722019792141,,
5128.57438615,2.88600886092,1.19463479773,0.000722019792141,,
5132.98828206,2.88600886092,1.31117759099,0.000722019792141,,
5133.23671898,2.88600886092,1.28959463376,0.000722019792141,,
5174.13771686,2.88600886092,1.23632044222,0.000722019792141,,
5209.16732226,2.88600886092,1.19312347315,0.000722019792141,,
5237.06678812,2.88600886092,1.26935737651,0.000722019792141,,
5426.51650035,2.88600886092,1.31091362676,0.000722019792141,,
5426.81462465,2.88600886092,1.28501407809,0.000722019792141,,
5427.11274895,2.88600886092,1.25911452942,0.000722019792141,,
5427.75868494,2.88600886092,1.20299884063,0.000722019792141,,
5444.79317627,2.88600886092,1.22312740673,0.000722019792141,,
5507.14256138,2.88600886092,1.30652457455,0.000722019792141,,
5513.31207817,2.88600886092,1.2705478034,0.000722019792141,,
5736.93014782,2.88600886092,1.34372800298,0.000722019792141,,
5742.4206037,2.88600886092,1.36674464825,0.000722019792141,,
5743.2321643,2.88600886092,1.29624032131,0.000722019792141,,
5747.91105958,2.88600886092,1.38976129353,0.000722019792141,,
5748.70605772,2.88600886092,1.3206958304,0.000722019792141,,
5766.41960995,2.88600886092,1.28183098008,0.000722019792141,,
6059.25220488,2.88600886092,1.3419992961,0.000722019792141,,
6099.29195478,2.88600886092,1.36354602294,0.000722019792141,,
6103.39116393,2.88600886092,1.50742722869,0.000722019792141,,
6103.52366362,2.88600886092,1.49591631816,0.000722019792141,,
6104.45116144,2.88600886092,1.41533994452,0.000722019792141,,
6109.95817979,2.88600886092,1.43691772597,0.000722019792141,,
6120.44221771,2.88600886092,1.52611693098,0.000722019792141,,
6139.92795329,2.88600886092,1.33329365244,0.000722019792141,,
6185.706596,2.88600886092,1.35627406733,0.000722019792141,,
6390.99830235,2.88600886092,1.52155707838,0.000722019792141,,
6443.59239783,2.88600886092,1.45244503333,0.000722019792141,,
6447.90691897,2.88600886092,1.57762100948,0.000722019792141,,
6454.22549791,2.88600886092,1.528694464,0.000722019792141,,
6454.8714339,2.88600886092,1.47257877521,0.000722019792141,,
6753.39323423,2.88600886092,1.53849737071,0.000722019792141,,
6758.94993996,2.88600886092,1.55575856072,0.000722019792141,,
7063.44250756,2.88600886092,1.60296675086,0.000722019792141,,
7081.50387148,2.88600886092,1.53388576042,0.000722019792141,,
7086.9777649,2.88600886092,1.55834126951,0.000722019792141,,
7088.07088733,2.88600886092,1.46337625771,0.000722019792141,,
7099.08492402,2.88600886092,1.50653182063,0.000722019792141,,
7126.65314066,2.88600886092,1.61154300029,0.000722019792141,,
8003.38702331,2.88600886092,1.44528694464,0.000722019792141,,
8059.35157964,2.88600886092,1.5833661132,0.000722019792141,,
8060.52751439,2.88600886092,1.48120678233,0.000722019792141,,
8072.60154859,2.88600886092,1.43227506107,0.000722019792141,,
8112.6412985,2.88600886092,1.45382178792,0.000722019792141,,
615.827338129,2.87769784173,,,30.6365252625,0.144194988837
638.848920863,2.87769784173,,,34.3680228231,0.144194988837
863.309352518,2.87769784173,,,45.5346067973,0.144194988837
909.352517986,2.87769784173,,,50.4113950219,0.144194988837
1012.94964029,2.87769784173,,,50.3927892169,0.144194988837
1053.23741007,2.87769784173,,,60.1556685686,0.144194988837
1312.23021583,2.87769784173,,,71.028694286,0.144194988837
1548.20143885,2.87769784173,,,86.2161994542,0.144194988837
1548.20143885,2.87769784173,,,84.779417845,0.144194988837
1651.79856115,2.87769784173,,,97.1171338791,0.144194988837
1784.17266187,2.87769784173,,,104.564624163,0.144194988837
1910.79136691,2.87769784173,,,112.013148102,0.144194988837
1939.56834532,2.87769784173,,,109.99648557,0.144194988837
1956.83453237,2.87769784173,,,113.154304143,0.144194988837
2002.87769784,2.87769784173,,,121.192011908,0.144194988837
2066.18705036,2.87769784173,,,118.881791119,0.144194988837
2198.56115108,2.87769784173,,,130.926982552,0.144194988837
2382.73381295,2.87769784173,,,136.066319358,0.144194988837
2400,2.87769784173,,,128.304597701,0.144194988837
2532.37410072,2.87769784173,,,144.37277764,0.144194988837
2555.39568345,2.87769784173,,,149.828413132,0.144194988837
2589.92805755,2.87769784173,,,146.373935334,0.144194988837
2802.87769784,2.87769784173,,,157.54258662,0.144194988837
2992.8057554,2.87769784173,,,167.565947242,0.144194988837
3090.64748201,2.87769784173,,,157.490903829,0.144194988837
3372.6618705,2.87769784173,,,170.371289176,0.144194988837
3683.45323741,2.87769784173,,,183.246506243,0.144194988837
3988.48920863,2.87769784173,,,187.21471099,0.144194988837
4103.5971223,2.87769784173,,,190.929670057,0.144194988837
4235.97122302,2.87769784173,,,192.05532126,0.144194988837
4385.61151079,2.87769784173,,,198.062928967,0.144194988837
4391.36690647,2.87769784173,,,190.303274622,0.144194988837
4886.33093525,2.87769784173,,,184.754610105,0.144194988837
5248.92086331,2.87769784173,,,184.114777144,0.144194988837
6169.78417266,2.87769784173,,,51.4781278426,0.144194988837
6492.08633094,2.87769784173,,,50.5581741503,0.144194988837
7061.8705036,2.87769784173,,,51.3179111883,0.144194988837
7142.44604317,2.87769784173,,,46.993095179,0.144194988837
7153.95683453,2.87769784173,,,54.4622922352,0.144194988837
7787.05035971,2.87769784173,,,55.7853717026,0.144194988837
8086.33093525,2.87769784173,,,63.4902422889,0.144194988837
8132.37410072,2.87769784173,,,59.4589845365,0.144194988837
8454.67625899,2.87769784173,,,66.2976515339,0.144194988837
9053.23741007,2.87769784173,,,64.4660133962,0.144194988837
